mask_id,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,total,score_annual_inc,score_delinq_2yrs,score_emp_length,score_home_ownership,score_inq_last_6mths,score_int_rate,score_pub_rec,score_purpose,score_term
0.0DEQ#12.5<x<14.5#36M#2+ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500.00,6354.27,6206.81,6057.59,5906.61,5753.82,8599.23,8375.61,8149.34,7920.37,7688.68,7454.22,7216.98,6976.91,6733.98,6488.15,6413.39,5989.76,5735.08,5477.36,5216.57,4952.68,4685.65,4415.43,4142.00,3865.31,3781.12,3695.91,3609.69,3522.44,1145.36,1056.01,1056.01,1056.01,1056.01,1056.01,,,,,,,,,9600.00,9380.70,9159.02,8934.92,8708.39,8479.39,8247.90,8013.90,7777.35,7538.23,7296.51,7052.16,6805.15,,,,9100.00,8894.07,8685.79,8475.15,8262.10,334721.12,<50k,0.0DEQ,<2 years,OWN,2+ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#<10#36M#0ENQ#<2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4879.63,4758.30,4636.00,9812.71,9557.01,9299.47,9040.09,12278.84,11926.72,11572.27,14215.46,13782.16,13345.99,12906.93,10558.84,10101.40,9640.92,9177.40,8710.80,8241.10,7768.29,7292.35,6744.59,6355.74,5964.30,3363.99,3170.82,2984.41,2796.81,2508.02,2217.23,1924.40,1629.52,1357.82,1042.70,832.60,730.28,627.46,524.12,420.27,315.90,211.00,105.59,,,5000.00,,,5000.00,4875.70,8750.62,8529.01,8305.82,304791.41,<50k,0.0DEQ,<2 years,RENT,0ENQ,<10,1.0PUB,O,36M
1.0DEQ#14.5<x<16.5#60M#0ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9888.96,9776.48,9662.54,9547.11,9430.18,9311.73,9191.74,9070.19,8947.06,8822.33,8695.97,8567.97,8438.31,8306.96,137657.55,<50k,1.0DEQ,<2 years,OWN,0ENQ,14.5<x<16.5,0.0PUB,H,60M
1.0DEQ#12.5<x<14.5#60M#1OR2ENQ#>2 years#O#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00,1976.90,1953.52,13929.87,13762.40,13593.10,13421.97,13248.97,28924.09,28560.86,28193.61,27822.29,27446.87,27067.29,26683.51,26295.48,25903.16,30056.50,29602.78,29144.01,28680.12,28211.06,27736.78,27257.20,26772.29,26281.97,25786.18,25284.87,24777.96,24265.41,23747.15,23223.11,22693.22,22157.43,21615.67,21067.87,20513.96,19018.15,18487.49,17950.94,17408.44,16859.91,16305.29,15744.51,15177.51,14604.20,14024.54,9455.45,9092.36,8725.15,8353.77,1030867.13,<50k,1.0DEQ,>2 years,OWN,1OR2ENQ,12.5<x<14.5,0.0PUB,O,60M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#O#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00,1953.20,1905.95,1858.25,1810.09,1761.48,1712.39,1662.84,1612.81,1562.30,1511.31,1459.83,1407.86,1355.39,1302.42,1248.94,1194.95,1140.44,1085.41,1029.85,973.76,917.14,859.97,802.25,743.98,685.16,625.77,565.81,505.28,444.16,382.47,320.18,257.30,193.81,129.72,65.01,,,,,,,,,,,,,,,,,,,,9000.00,8789.56,8577.09,8362.58,73776.69,>50k,1.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,1.0PUB,O,36M
1.0DEQ#<10#36M#2+ENQ#<2 years#D#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3900.03,3799.47,3698.30,3596.54,3494.17,3391.19,3287.59,3183.39,3078.56,2973.10,2867.02,1760.31,1647.02,1533.05,1418.40,1303.07,1187.05,1070.34,952.94,834.84,716.04,596.53,476.31,355.37,233.72,,,,,,,,,,,,,,,,,,,,12000.00,,11711.35,11420.37,11127.05,10831.37,10533.30,10232.83,9929.94,9624.61,9316.82,9006.55,8693.77,8378.48,188160.79,<50k,1.0DEQ,<2 years,OWN,2+ENQ,<10,0.0PUB,D,36M
1.0DEQ#14.5<x<16.5#36M#1OR2ENQ#<2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00,1956.09,1911.60,1866.54,11420.89,11163.86,10903.48,10639.72,10372.52,10101.85,9827.66,9549.90,9268.53,8983.50,8694.76,8402.26,127063.13,<50k,1.0DEQ,<2 years,RENT,1OR2ENQ,14.5<x<16.5,1.0PUB,O,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#H#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.00,6834.09,6666.70,6497.83,6327.47,6155.59,5982.19,5807.25,,,5000.00,4882.12,4763.16,4643.12,4521.97,4399.71,4276.34,9151.83,8910.80,8667.43,8421.69,118909.30,>50k,1.0DEQ,<2 years,OWN,2+ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#>16.5#60M#2+ENQ#<2 years#O#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4946.85,10892.93,10773.80,10652.98,10530.46,10406.20,10280.18,10221.46,10090.50,10030.08,9965.71,9903.56,9840.51,9776.56,9711.69,9645.89,9579.16,9511.46,3848.65,3779.00,3708.35,3636.69,3564.01,3490.28,3415.50,3339.65,3262.71,3184.67,3105.51,3025.21,2943.77,2861.16,2777.37,2692.37,14606.16,14408.76,11778.04,11663.94,11547.69,11429.27,21808.64,21592.88,21372.98,21148.87,20920.46,20687.68,20450.43,20208.64,19962.21,19819.65,19674.42,19526.48,19375.76,9518.57,9362.16,9202.82,9040.49,8875.12,8706.66,8535.04,639618.69,<50k,1.0DEQ,<2 years,RENT,2+ENQ,>16.5,0.0PUB,O,60M
1.0DEQ#10<x<12.5#36M#0ENQ#>2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9730.66,9526.02,9285.92,9043.63,8799.11,8552.36,64937.70,>50k,1.0DEQ,>2 years,RENT,0ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#<10#36M#2+ENQ#<2 years#C#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.00,8781.86,8562.04,26343.90,<50k,1.0DEQ,<2 years,RENT,2+ENQ,<10,0.0PUB,C,36M
1.0DEQ#12.5<x<14.5#36M#1OR2ENQ#>2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3909.04,3817.07,3724.07,3630.04,3534.97,3438.83,3341.63,3243.35,3143.97,9043.49,8804.06,8562.06,62192.58,>50k,1.0DEQ,>2 years,RENT,1OR2ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#<10#36M#2+ENQ#<2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.00,5266.16,10131.45,9875.28,9617.28,9357.45,9095.77,8832.22,8566.80,76142.41,<50k,0.0DEQ,<2 years,RENT,2+ENQ,<10,1.0PUB,C,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#D#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.00,23051.73,44504.93,50591.88,49349.64,58595.12,57083.23,49090.03,37965.16,40052.75,27537.10,27303.96,27068.41,26830.42,26589.99,8579.21,569193.55,>50k,1.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,1.0PUB,D,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#O#0.0PUB#RENT#>50k,,,,,,,,,,20000.00,19537.77,19070.81,23399.07,22811.56,22218.02,21618.41,21012.66,20400.71,19782.48,19157.93,18526.98,17889.57,17367.22,16839.52,16306.42,15767.86,15223.79,14674.14,14118.86,9798.25,9231.54,8659.03,8080.65,7942.19,7822.02,7701.56,7580.21,6783.13,5977.19,5162.78,4339.99,3508.76,3043.62,8198.79,5857.20,5713.17,5567.89,5421.35,5273.55,5124.47,4974.11,4822.44,9669.47,10999.84,22690.77,21601.99,21002.20,20396.47,20075.51,19751.49,19424.40,19094.21,8110.28,7773.78,7434.09,7091.17,6745.00,6395.54,6042.76,5686.63,15327.11,13875.42,12911.05,11629.85,11137.68,10641.23,10140.46,7183.44,5973.91,6954.14,5889.00,5514.72,4733.77,4349.48,3836.81,17764.69,16044.20,15593.43,10138.72,9637.98,6275.70,5795.36,5310.94,10822.39,9705.94,8579.77,1008060.50,>50k,1.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,O,36M
1.0DEQ#>16.5#36M#2+ENQ#<2 years#C#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450.00,9249.38,9045.79,8839.18,16629.51,16250.28,15865.26,15474.35,27077.47,26415.81,25744.37,25063.02,24371.60,23858.78,23338.59,22810.93,22275.68,15140.81,14590.08,14031.42,13464.75,12889.92,12306.84,11715.38,11115.42,10506.84,9889.51,9263.32,8628.12,465302.43,<50k,1.0DEQ,<2 years,OWN,2+ENQ,>16.5,0.0PUB,C,36M
1.0DEQ#>16.5#36M#2+ENQ#>2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.00,3576.13,3500.97,3424.52,3346.73,3267.60,3187.10,3105.21,12746.89,12462.76,12173.84,11880.05,11581.31,11277.53,10968.63,10654.52,10335.11,10010.32,9680.06,9344.22,9002.72,8655.47,177831.71,<50k,1.0DEQ,>2 years,RENT,2+ENQ,>16.5,0.0PUB,H,36M
0.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,6250.00,6103.99,5956.58,5807.74,5657.46,5505.73,5352.54,5197.87,5041.70,4884.02,4724.83,4564.09,4401.80,4237.95,4072.51,4072.51,4072.51,4072.51,4072.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.00,4395.00,4288.98,4181.93,4073.84,9964.70,9716.04,9464.87,9211.18,8954.94,8696.12,171496.46,<50k,0.0DEQ,<2 years,OWN,2+ENQ,10<x<12.5,1.0PUB,H,36M
1.0DEQ#<10#36M#1OR2ENQ#<2 years#D#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4878.31,4755.72,4632.23,4507.81,4382.47,4256.21,4129.00,4000.86,3871.76,3741.71,3610.69,3478.70,3345.73,11211.77,10885.32,10556.28,10224.62,9890.32,9553.37,9213.73,8871.40,8526.34,8178.54,7827.98,7474.63,17118.47,16517.10,15911.02,15300.21,14684.61,14064.19,13438.92,8733.17,286773.18,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,<10,1.0PUB,D,36M
1.0DEQ#14.5<x<16.5#36M#0ENQ#<2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400.00,10174.05,9945.03,9712.91,9477.63,9239.16,8997.45,8752.46,76698.69,<50k,1.0DEQ,<2 years,RENT,0ENQ,14.5<x<16.5,1.0PUB,C,36M
1.0DEQ#12.5<x<14.5#60M#0ENQ#<2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9885.51,9769.64,9652.37,9533.68,9413.56,9291.99,9168.95,9044.42,8918.39,8790.84,103469.34,<50k,1.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,C,60M
0.0DEQ#14.5<x<16.5#60M#2+ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7909.26,7817.39,7724.39,7630.24,7534.93,7438.44,7340.76,7241.86,7141.75,7040.40,6937.80,6937.80,6937.80,6937.80,6937.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9888.96,9776.48,9662.54,9547.11,9430.18,9311.73,9191.74,9070.19,8947.06,8822.33,221156.77,<50k,0.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,0.0PUB,H,60M
0.0DEQ#<10#36M#1OR2ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.00,14639.19,14275.46,13908.81,13539.20,13166.61,12791.03,12412.41,12030.74,11646.00,11258.16,10867.19,10473.07,10075.78,9675.28,9271.56,8864.58,203895.06,<50k,0.0DEQ,<2 years,OWN,1OR2ENQ,<10,1.0PUB,H,36M
0.0DEQ#10<x<12.5#60M#0ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9871.37,9741.66,9610.85,9478.93,9345.89,9211.74,9076.44,8940.00,85276.88,<50k,0.0DEQ,<2 years,OWN,0ENQ,10<x<12.5,1.0PUB,H,60M
1.0DEQ#>16.5#60M#2+ENQ#<2 years#C#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500.00,10391.62,10281.59,10169.88,10056.48,9941.35,9824.47,9705.82,9585.36,9463.06,9338.91,9212.87,9084.91,8955.01,136511.33,>50k,1.0DEQ,<2 years,OWN,2+ENQ,>16.5,1.0PUB,C,60M
1.0DEQ#14.5<x<16.5#36M#0ENQ#>2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21625.00,21149.63,20668.11,20180.35,19686.28,19185.82,18678.87,18165.36,17645.20,17118.31,16584.60,16043.97,15496.35,14941.64,14379.74,13810.57,13234.03,12650.03,12058.47,11459.24,10852.26,10237.42,9614.62,8983.76,374449.64,<50k,1.0DEQ,>2 years,RENT,0ENQ,14.5<x<16.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#2+ENQ#>2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,8000.00,7818.65,7635.26,7449.79,7262.23,7072.56,6880.74,6686.75,6490.58,6292.19,6091.56,5888.66,5683.47,5475.97,5266.12,5053.90,4839.29,4622.26,4402.77,4180.80,3956.33,3729.32,3499.76,5267.59,4987.94,4705.10,4419.04,4129.73,3837.13,3541.19,3241.89,2939.18,2633.02,2323.38,2010.22,1693.49,1373.34,1321.04,1268.13,1214.58,1160.40,1105.58,1050.11,993.99,937.20,879.73,821.58,762.75,5703.22,5528.86,5352.55,5174.26,4993.96,4811.63,4627.25,4440.80,4252.25,19061.58,18526.43,17985.46,25507.00,24844.14,24173.85,20345.09,24294.02,23634.93,22968.40,22294.35,21612.69,20923.33,20226.19,19521.18,21808.22,21019.29,21621.46,21194.38,20762.34,17672.62,20955.00,11843.01,11441.04,10889.04,10477.65,9915.01,9454.14,8987.63,781740.58,<50k,0.0DEQ,>2 years,RENT,2+ENQ,12.5<x<14.5,0.0PUB,H,36M
1.0DEQ#<10#36M#2+ENQ#<2 years#H#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.00,5856.37,5711.54,5565.51,15018.27,14638.87,14256.38,13870.77,13482.01,13090.08,12694.95,12296.59,11894.98,11490.09,11081.90,10670.37,10255.49,9837.22,9415.54,8990.41,216117.35,>50k,1.0DEQ,<2 years,OWN,2+ENQ,<10,0.0PUB,H,36M
0.0DEQ#<10#60M#2+ENQ#>2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.00,10853.77,10706.46,10558.06,10408.55,10257.94,10106.21,9953.35,9799.37,9644.23,9487.95,9330.51,9171.90,9012.12,140290.44,<50k,0.0DEQ,>2 years,RENT,2+ENQ,<10,1.0PUB,C,60M
1.0DEQ#12.5<x<14.5#36M#1OR2ENQ#<2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9771.78,9541.07,9307.83,9072.05,8833.69,8592.73,10749.14,10447.88,10143.35,9835.50,9524.30,14959.71,14510.22,14055.84,13596.53,13132.23,12662.88,12188.43,11708.82,11224.00,10733.91,10044.78,9543.91,9035.58,273216.13,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,C,36M
0.0DEQ#<10#60M#0ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9868.01,9735.00,9600.99,9465.94,9329.87,9192.76,9054.59,76247.16,<50k,0.0DEQ,<2 years,OWN,0ENQ,<10,1.0PUB,H,60M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#O#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,1550.00,1513.25,1476.18,1438.78,1401.05,1362.98,1324.57,1285.83,1246.74,1207.30,1167.52,1127.38,1086.89,1046.03,1004.82,963.24,2921.29,2831.92,2741.74,2650.74,2558.91,2466.25,2372.74,2278.39,2183.18,2087.10,5590.15,5408.56,5225.26,5092.78,3553.36,3505.48,3457.16,9408.42,9218.05,5765.97,5572.47,5427.31,5280.81,5132.95,4983.72,4833.11,4681.11,4527.70,4372.87,4216.60,4058.89,3899.72,3739.07,3576.94,1713.31,,,,,,,,,,,,,,,,,,,3000.00,2928.36,2856.10,880.26,,,,,10000.00,9767.82,9533.31,9296.47,9057.25,224856.14,<50k,1.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,O,36M
0.0DEQ#10<x<12.5#60M#2+ENQ#>2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9874.20,9747.25,9619.14,9489.86,9359.39,9227.73,9094.86,76412.44,<50k,0.0DEQ,>2 years,OWN,2+ENQ,10<x<12.5,1.0PUB,H,60M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#<2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45400.00,44869.72,44333.36,43790.86,43242.15,42687.14,42125.78,41557.99,9369.59,9234.44,9097.82,375708.86,>50k,0.0DEQ,<2 years,RENT,1OR2ENQ,12.5<x<14.5,0.0PUB,H,60M
1.0DEQ#>16.5#36M#2+ENQ#>2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10625.00,10408.28,10187.89,9963.77,9735.86,9504.08,12893.39,12579.39,12260.10,11935.43,11605.28,11269.56,10928.19,10581.05,10228.07,9869.13,9504.14,9416.48,9327.35,9236.74,9144.63,221203.82,<50k,1.0DEQ,>2 years,OWN,2+ENQ,>16.5,1.0PUB,C,36M
1.0DEQ#12.5<x<14.5#60M#2+ENQ#>2 years#O#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9885.51,9769.64,9652.37,9533.68,9413.56,9291.99,9168.95,76715.69,>50k,1.0DEQ,>2 years,OWN,2+ENQ,12.5<x<14.5,1.0PUB,O,60M
1.0DEQ#>16.5#36M#1OR2ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17500.00,17150.83,16795.34,16433.43,16064.97,15689.85,15307.94,14919.13,14523.29,14120.29,13710.00,13292.29,12867.03,12434.08,11993.30,11544.55,15087.68,10622.55,10149.02,9666.91,9176.09,289048.58,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,>16.5,1.0PUB,H,36M
0.0DEQ#14.5<x<16.5#60M#2+ENQ#<2 years#D#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3956.59,3912.59,3867.99,3822.77,3776.93,3730.47,3683.37,3635.62,3587.22,3538.15,3488.42,3438.00,3386.89,3335.07,3282.55,3229.31,3175.34,3120.63,3065.17,3008.95,2951.95,2894.18,2835.61,2776.25,2716.06,2655.06,2593.21,2530.52,2466.97,2402.55,2337.24,2271.04,2203.93,2135.91,2066.95,1997.04,1926.18,1854.34,1781.52,1707.70,1632.87,1557.02,,,,,,,,,10000.00,9887.07,9772.72,9656.95,9539.73,9421.05,9300.88,9179.22,201093.75,<50k,0.0DEQ,<2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,D,60M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10575.00,10452.87,10329.30,10204.28,10077.77,9949.77,9820.26,9689.22,9556.64,9422.49,9286.75,9149.41,9010.45,8869.85,8727.59,8583.64,8438.00,8290.64,8141.54,7990.68,7838.04,7683.59,7527.32,7369.21,7209.22,7047.35,6883.57,6717.85,6550.18,6380.53,6208.87,,,,,,,,,,,10200.00,10078.39,9955.45,9831.19,9705.58,9578.62,9450.28,9320.54,9189.41,351291.35,<50k,0.0DEQ,<2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,O,60M
0.0DEQ#14.5<x<16.5#60M#0ENQ#<2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.00,4154.43,4108.23,4061.39,4013.92,3965.79,3917.01,3867.55,3817.42,3766.60,3715.08,3662.86,3609.92,3556.26,3501.86,3446.71,3390.81,3334.14,3276.70,3218.47,3159.44,3099.60,3038.94,2977.45,2915.11,2851.93,2787.87,2722.94,2657.11,1490.39,707.67,614.22,,,,,,,,,,,,,,11000.00,10874.58,10747.63,10619.13,10489.06,10357.41,10224.15,10089.27,9952.74,9814.54,9674.66,9533.07,9389.75,9244.68,245618.47,<50k,0.0DEQ,<2 years,RENT,0ENQ,14.5<x<16.5,0.0PUB,H,60M
0.0DEQ#>16.5#36M#0ENQ#<2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9785.47,9567.88,9347.20,9123.36,8896.34,8666.08,8432.55,8195.68,7955.44,7711.77,7464.64,7213.98,6959.75,6701.89,10690.36,10336.94,9978.32,9614.44,9245.20,175887.28,>50k,0.0DEQ,<2 years,RENT,0ENQ,>16.5,1.0PUB,H,36M
1.0DEQ#>16.5#60M#2+ENQ#<2 years#O#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400.00,,10296.40,10191.12,10084.13,9975.39,9864.89,9752.59,9638.46,9522.48,9404.60,9284.82,108414.88,>50k,1.0DEQ,<2 years,RENT,2+ENQ,>16.5,1.0PUB,O,60M
1.0DEQ#12.5<x<14.5#60M#1OR2ENQ#>2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9884.95,9768.53,9650.72,9531.50,9410.87,9288.79,67535.35,<50k,1.0DEQ,>2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,H,60M
1.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9775.96,9549.25,9319.83,38645.04,<50k,1.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,1.0PUB,O,36M
